Name,Type,Group,!Active,Instruction,Rating,RatingCount,text
Span The Room,Team-Building,Small (8-15 ppl),Physically Challenging,Locate a wide area between two points such as two opposing walls two trees etc.Instruct your group to physically span the space between these two points using their bodies forming a continuous connection between all people and the two ends.To record an official attempt the connection must be established for five seconds.Over several consecutive rounds challenge your group by progressively limiting the number and type of body parts which may touch the ground between the two points eg five feet two hands and one bottom.Continue until your group is ultimately challenged.,0.0,0,span span room room team team building building small small 8 8 15 15 ppl ppl physically physically challenging challenging
Who Am I?,Fun Games,Medium (15-30 ppl),Active,Mark the names of a group of celebrities on a bunch of index cards one for each person in your group.Attach or pin one index card on the back of each person ensuring the individual concerned does not see the card.Each person aims to identify who they are by asking other members of the group as few Yes/No questions as possible.The only questions that can be asked are those which can be answered with “YES” or “NO.”Instruct each person to ask no more than three questions of one person before moving on to someone new.Continue until everyone has guessed their identity.,0.0,0,fun fun games games medium medium 15 15 30 30 ppl ppl active active
Come To My Party,Fun Games,Medium (15-30 ppl),Passive,Gather your group together close enough so everyone can hear one another.Each person’s task is to identify the ‘key’ which unlocks the secret to a puzzle.Announce that you’re hosting an imaginary party and everyone is invited.To attend every person must bring some ‘thing’ with them. It can be a food a prop or even a person.Next invite a series of volunteers to nominate what they would like to bring to your party.Here’s the key: the ‘thing’ must be spelled with two consecutive letters that are the same to be acceptable.Unless a person brings the correct thing eg beer strawberries Darren they cannot attend the party.As each person makes an attempt to uncover the key congratulate those who get it and encourage those who do not.Continue to offer more and more obvious clues until everyone has identified the key.,0.0,0,come come party party fun fun games games medium medium 15 15 30 30 ppl ppl passive passive
Crossed or Uncrossed?,Fun Games,Small (8-15 ppl),Passive,Sit in a circle including yourself.Each person aims to identify what the ‘key’ is to unlock the secret to this puzzle.Sitting with your legs crossed start by passing two sticks to the person on your left (or right) and say “I PASS THESE STICKS TO YOU CROSSED. HOW DO YOU RECEIVE THEM?”As your neighbour receives the sticks they are required to respond that they are either receiving them crossed or uncrossed (there is only two options.)Then invite your neighbour to repeat your example and pass the sticks to their neighbour and so on.This is the key: No matter how the sticks are positioned as they are passed or received the ‘key’ will always be related to how the legs of the people are situated at the moment they pass or receive the sticks.For example the sticks you receive may in fact be crossed but you will say “I RECEIVE THEM UNCROSSED” if at that moment your legs are uncrossed.As each person passes the sticks and attempts to uncover the key correct any flawed responses.Continue to offer more and more obvious clues until everyone has identified the key.,0.0,0,crossed crossed uncrossed uncrossed fun fun games games small small 8 8 15 15 ppl ppl passive passive
One Duck,Fun Games,Small (8-15 ppl),Passive,Form a circle.Ask your group to repeat the words of a four-part stanza – “ONE DUCK – FELL IN – THE POND – KERPLUNK.”Repeat the verse one person at a time in a clockwise direction around the circle saying one part of the stanza each.Once complete the next person in the circle re-starts the verse but now each part of the stanza is repeated by two people in a row eg one says “ONE DUCK” and their neighbour says “ONE DUCK” and the next person says “FELL IN..” etc.Next the full stanza continues around the circle with each part repeated by three people in a row then four people in a row and finally five people in a row.A round ends when someone makes a mistake or pauses for too long before adding to the sequence.When a mistake is made the next-in-line starts a new round with a confident “ONE DUCK….”Challenge your group to successfully recite each of the four parts of the stanza by five people in a row in a single round.Continue play for as many rounds as your group’s focus will allow.,0.0,0,one one duck duck fun fun games games small small 8 8 15 15 ppl ppl passive passive
Bumpity Bump Bump Bump,Fun Games,Medium (15-30 ppl),Passive,Form a circle with you standing in the centre.Point at a random person in the circle saying one of four words – “LEFT” “RIGHT” “YOU” or “ME.”Each is an instruction for the person being pointed at to accurately name the person to their left or right their own name or yours (person in the middle.)The name must be uttered quicker than you (middle person) can say the words “BUMPITY BUMP BUMP BUMP.”If the correct name is called quickly enough this person survives another round.If they are too slow or make a mistake they are invited to swap roles with the person in the middle.Play a couple of ‘test’ rounds to help your group practice.After a few minutes introduce one or more new people into the middle of the circle.,0.0,0,bumpity bumpity bump bump bump bump bump bump fun fun games games medium medium 15 15 30 30 ppl ppl passive passive
All My Neighbours,Fun Games,Medium (15-30 ppl),Active,Form a circle preferably sitting in seats facing inwards.Each person’s goal is to move around the circle one seat at a time and return to the seat they started in.To move seats a person must answer “YES” to a question that is posed by another member of the group.All moves are one direction only (eg clock-wise.)To demonstrate ask the first question and invite all those who need to move to shift into the seat to their immediate left-hand side.If one or more people happen to be in that seat the person moving is permitted to sit on their lap.If three people are already positioned on a seat the fourth person will simply stand behind the seated person.Anyone may ask a question or you may choose to adopt a particular system to share this role.Continue until someone returns ‘home’ or your group is exhausted.,0.0,0,neighbours neighbours fun fun games games medium medium 15 15 30 30 ppl ppl active active
Speed Rabbit,Fun Games,Medium (15-30 ppl),Active,"Form a circle with you standing in the middle.Establish a series of unique physical gestures and sounds which create the form of three animals each involving three people. For example:
– Elephant: one person uses their arms to create a trunk while their two neighbours circle their arms to the side to create large ears;
– Cow: one person interlocks fingers and turns their hands upside down to point their thumbs down while their two neighbours each grab one of these thumbs as if milking them: and
– Kangaroo: one person forms a pouch using their arms in front of themselves while their two neighbours lean on this person’s closet shoulder and thump their outside legs.To start randomly point to one person in the circle and call out the name of one of the three animals and quickly count to ten.Immediately this person and their two neighbours must arrange their bodies to look like the animal making the appropriate sound before you get to “…TEN.”If one of the three people in the circle makes a mistake or is too slow the most deserving person is invited to swap positions with you in the middle of the circle.After several minutes add extra people in the centre of the circle or try a variation.",0.0,0,speed speed rabbit rabbit fun fun games games medium medium 15 15 30 30 ppl ppl active active
Pruie?,Fun Games,Medium (15-30 ppl),Active,Gather your group in a large open flat space.Appoint a secret person in your group using a random method ie this person will be ‘Pruie.’To start everyone (including Pruie) closes their eyes raises their hands in the ‘bumpers up’ position and mingles with one another.Every time someone bumps into another person they say “PRUIE?”If both people respond with “PRUIE” they will continue on their journey.When an individual does not respond the silent person is the Pruie and the enquirer should immediately link arms with them.Everyone aims to locate and link arms with Pruie as soon as possible thereby becoming a part of the Pruie ie they too no longer respond to others who bump into them.No words other than “PRUIE” may be uttered at any time during the game.As more and more people become a part of the Pruie they should remain silent with their eyes closed.Play continues until everyone becomes a part of the Pruie.Finally invite your group to open their eyes and share their various stories.,0.0,0,pruie pruie fun fun games games medium medium 15 15 30 30 ppl ppl active active
Popsicle Push-Up,Team-Building,Small (8-15 ppl),Physically Challenging,Gather your group on an open flat and dry surface.Challenge your group to elevate the bodies of every individual off the ground for a period of five seconds with only their hands touching the ground during this time.Every person must be physically connected to the group during the five seconds.No equipment or physical aids are permitted to solve the problem.Allow ample time for planning problem-solving & trial-and-error.Encourage creativity as there are many solutions.,0.0,0,popsicle popsicle push push team team building building small small 8 8 15 15 ppl ppl physically physically challenging challenging
Magic Nine Numbers,Fun Games,Medium (15-30 ppl),Passive,In advance draw a large box divided into nine smaller squares on a whiteboard/flipchart paper and write the numbers 1 to 9 inside them.Challenge your group to identify the ‘key’ that unlocks the solution behind what number you are secretly thinking of.Announce that everyone will know the solution in about five to ten minutes.The key (to knowing what number you are thinking of) is the position you hold the marker the first time you place it inside any one of the squares of the box.This position will equate to one of the nine invisible tiny squares which will represent the particular number inside the smaller squares you have chosen.To start tell your group that you are secretly thinking of a number and you want them to identify which number it is.For the first time place your marker in any one of the smaller squares (deliberately on the position of the invisible tiny square which equates to the number you are thinking) and say “AM I THINKING OF THIS NUMBER?”Your group may answer Yes or No.Keep placing your marker randomly on a series of the smaller squares (it doesn’t matter what position) until you finally land on your secret number at which point you announce that in fact this WAS your secret number.Repeat this process for many rounds remembering to always place your marker the first time on the tiny invisible square belonging to your number.Gradually introduce more and more obvious clues until everyone picks up on the ‘key.’,0.0,0,magic magic nine nine numbers numbers fun fun games games medium medium 15 15 30 30 ppl ppl passive passive
Mr & Mrs Wright,Fun Games,Large (30+ ppl),Active,Assemble group in front of you with ample space to move about.Explain that you would like them to listen closely to a story you are about to narrate.Every time you say the word “LEFT” in the story everyone must take a step to their left and when you say “RIGHT” they step to their right.Narrate your story (see Resources tab for two samples.)You may choose to eliminate people who mis-step or neglect to move when they should or simply acknowledge the errors and continue with your story.,0.0,0,mr mr mrs mrs wright wright fun fun games games large large 30 30 ppl ppl active active
Arrowheads Puzzle,Team Puzzles,Pairs (2 people),Passive,In advance download the Print+Play ‘Arrowheads Puzzle’ template from the Resources tab.For durability print the template on cardboard or cut the puzzle pieces on a sheet of plywood.Prepare and distribute one puzzle set (seven pieces) to each person/small group.Challenge each group to use the seven pieces of the puzzle to assemble five identical simultaneous arrowhead shapes.One solid arrowhead shape is provided as one of the seven pieces. The remaining four arrowheads are exactly the same size as this template.When the puzzle is solved everyone will be able to see all five arrowhead shapes at the same time.Encourage your group to think synergistically.Continue play until the puzzle is solved.,0.0,0,arrowheads arrowheads puzzle puzzle team team puzzles puzzles pairs pairs 2 2 people people passive passive
Four Up,Fun Games,Small (8-15 ppl),Active,Sit your group on the floor or in chairs.Announce that anyone is invited to stand whenever he or she wants to.A person cannot remain standing for longer than five seconds before they must sit down again.Challenge your group to have exactly four people standing at any point in time for as long as possible.Play several rounds to record the longest time.,0.0,0,four four fun fun games games small small 8 8 15 15 ppl ppl active active
Marshmallow Challenge,Team-Building,Small (8-15 ppl),Passive," In advance prepare one kit containing the following items for each small group:
– 20 sticks of spaghetti
– 1 metre (3′) of string
– 1 metre (3′) of masking tape
– 1 x marshmallowGather your group and divide them into small teams of approx 4 to 8 people.Distribute one kit to each small group.Instruct the groups to use (only) the contents of the kits to build the tallest free-standing structure and to place the marshmallow on top (highest peak of structure.)Explain that every group has exactly 20 minutes to complete the task.Groups are permitted to use as little or all of their resources and break the spaghetti string and tape as they choose.The team with the tallest (free-standing) structure supporting the highest marshmallow at the end of the time wins.",0.0,0,marshmallow marshmallow challenge challenge team team building building small small 8 8 15 15 ppl ppl passive passive
BF Skinner,Fun Games,Medium (15-30 ppl),Passive,Assemble your group in an area with ample room to move in front.Ask two volunteers to leave the space so that they cannot hear or see what is happening.While the pair are absent ask the rest of your group to agree on a unique physical position involving two people eg standing back to back with hands on heads.Invite the volunteers to return in front of your group.The pair now work together as they move their bodies to discover the unknown physical position.The group is not permitted to speak to the pair.Use only the group’s applause to encourage (and discourage) the pair as they get closer (and further away) from the desired position.Faster more enthusiastic clapping means the pair is getting closer and slower less energetic applause means they are not close to the desired position.Allow up to five minutes of trial-and-error before introducing subtle clues to guide their efforts.As soon as the pair achieve the desired position (or close thereto) lead the group in wild ecstatic applause.Continue play with more volunteer pairs.,0.0,0,bf bf skinner skinner fun fun games games medium medium 15 15 30 30 ppl ppl passive passive
Watch Your Step,Team-Building,Small (8-15 ppl),Active,"In advance scatter at least a dozen ropes in a random criss-cross pattern with a clear start and finish line.Announce a series of challenges in which every person will cross the space without touching the rope.To start cross the space as individuals then connected to a partner and finally connected as a whole team.The group must be connected (as pairs quads or a whole team) at all times otherwise they are required to start over.Invite everyone to cross again – as individuals pairs and a whole team – with more challenging parameters such as:
– Each person may only contact the ground with his or her hands and feet;
– Both hands and feet (per person) must be used before repeating the use of either hand or foot;
– Only one hand or foot may occupy a space defined by the rope.Allow ample time for problem-solving trial and error and processing (as appropriate.)",0.0,0,watch watch step step team team building building small small 8 8 15 15 ppl ppl active active
Frantic,Team-Building,Small (8-15 ppl),Active,"Collect two to three times as many balloons than the number of people in your group.Introduce the following unique terms of this game:
– Rabid Nugget – a balloon in motion.
– Hectic – a balloon not in motion being held or touching the floor.
– Berserk – your full-throated scream designating a penalty. One scream equals a Beserk.
– Frenzy – an elapsed time period measuring six Beserks.Your group’s primary goal is to keep all of the Rabid Nuggets aloft for as long as possible.Everyone starts with one fully-inflated Rabid Nugget.When ready everyone must knock their Rabid Nugget into the air as you start the stopwatch.As soon as a Rabid Nugget hits the floor or is held intentionally you will issue a Beserk and point in the exact position of the infraction.A Hectic must be put back into motion within five seconds otherwise a second Beserk will be issued.Inform your group that every ten seconds that elapses a new Rabid Nugget will be introduced randomly into the midst of the group.As soon as three Berserks are issued call out “STOP” and pause the stopwatch to record a Frenzy.Your group may record as many Frenzies as possible within a specific time frame allowing them the opportunity to improve their time with each round.",0.0,0,frantic frantic team team building building small small 8 8 15 15 ppl ppl active active
Evolution,Fun Games,Large (30+ ppl),Active,"Introduce five animated creatures each with a unique physical stance and sound. For example:
– Egg – crouch down into a little ball with legs and make muffled “EEK-EEK” sounds.
– Chicken – flap your arms by your sides and make clucking sounds.
– Dinosaur – raise your arms above your head take big heavy strides and make scary noises.
– Ninja Turtle – make like a kung-fu champion slicing the air with lots of karate chops and kicks.
– Supreme Being – fold your arms like a genie look calm and wise.Everyone aims to become a Supreme Being.When play begins everyone starts at the lowest level (the egg.)To progress through the five phases each creature must find another like-creature and play a quick round of Rock-Paper-Scissors.The ‘winner’ steps up one evolutionary phase and the ‘loser’ will drop down a phase.In the case of two eggs facing-off the ‘loser’ remains an egg.Play for a minute or two or until the energy starts to wane.",0.0,0,evolution evolution fun fun games games large large 30 30 ppl ppl active active
The Passing Game,Team-Building,Mini (3–8 ppl),Passive,"Collect five sets of two identical items eg five different fruits coloured balls etc.Divide your group into small groups of five people only.Ask each group to sit in a circle facing each other.Assign a label to each person representing one of the five different items eg banana apple orange etc.Randomly distribute the items into the left and right hands of each person.Finally remove any one of the (ten) items from one person’s hand.Challenge your group to return all of the items to the person to whom they belong in as few passes as possible ie both oranges return to the hands of the Orange person.Announce that all passes can only occur within three parameters:
– Only one item can be passed at a time;
– An item can only ever be passed into an empty hand; and
– A person can only ever pass an item to one of their two neighbours.When ready invite your groups to start solving the problem in as few moves as possible.",0.0,0,passing passing game game team team building building mini mini 3 3 8 8 ppl ppl passive passive
Snowflake,Team-Building,Mini (3–8 ppl),Passive,"Ask your group to sit comfortably on the floor or in chairs.Distribute a sheet of paper to each person.Holding the paper in their hands invite each person to close their eyes until you ask them to open them again.Announce a set of very clear instructions which you want everyone to follow.No one is permitted to ask any questions.Announce the following instructions with short pauses between each one:
– FOLD YOUR PAPER IN HALF & KEEP IT FOLDED.
– TEAR OFF THE BOTTOM RIGHT-HAND CORNER.
– DISCARD THE TORN SECTION TO YOUR SIDE.
– FOLD YOUR PAPER IN HALF AGAIN & KEEP IT FOLDED.
– TEAR OFF THE TOP LEFT-HAND CORNER.
– DISCARD THE TORN SECTION.
– FOLD YOUR PAPER INTO HALF AGAIN & KEEP IT FOLDED.
– TEAR OFF THE BOTTOM LEFT-HAND CORNER.
– DISCARD THE TORN SECTION.
– FOLD YOUR PAPER INTO HALF AGAIN & KEEP IT FOLDED.
– USING YOUR TEETH IF NECESSARY TEAR OFF THE TOP RIGHT-HAND CORNER.
– DISCARD THE TORN SECTION.
– FINALLY FOLD YOUR PAPER IN HALF DIAGONALLY & PRESS ON FOLD AS BEST YOU CAN.
– YOU MAY NOW OPEN YOUR EYES.”Invite your group to share with one another what they now observe.Take a few minutes to debrief the exercise exploring why every ‘snowflake’ looks different and what this exercise says about communication teamwork and valuing diversity.",0.0,0,snowflake snowflake team team building building mini mini 3 3 8 8 ppl ppl passive passive
Traffic Jam,Team-Building,Small (8-15 ppl),Passive,"Lay a series of nine rubber spots in a straight line on the ground/floor spaced about 600mm apart.Invite eight people to stand on the spots leaving the centre (5th) spot empty.Ask each person to face towards the centre (empty) spot thereby creating two teams of four people facing the back of another team member.Challenge each of the two smaller teams of four people to swap places with the other team of four ie so that they all end up facing away from the middle.All moves must adhere to three strict parameters:
– An individual may only move into an empty space directly in front of them;
– If two people are facing one another one of them may move around the other provided there is an empty space to move into; and
– Only one person may move at a time.No backward moves are allowed nor may one person move around another if they are facing their back.Allow your group many attempts until they discover the solution.",0.0,0,traffic traffic jam jam team team building building small small 8 8 15 15 ppl ppl passive passive
King Frog,Fun Games,Small (8-15 ppl),Active,Sit in a circle including yourself whereby everyone can see everyone else.Each person thinks of a unique action and sound which mimics an animal eg gorilla beating its chest.In turn rotate around the circle to introduce everyone’s gesture and sound starting with you.As leader introduce yourself as King Frog as you move one palm swiftly over the palm of your other hand away from you (as if a frog was jumping off a lily pad.)Mimic the gesture and sound of each animal as they are introduced around the circle one at a time.Each round starts with King Frog performing their action followed immediately with the gesture and sound of another animal.This will instruct the person who is represented by that (second) animal to respond by quickly doing their action and follow it with the actions of another animal and so on.Encourage your group to maintain the rhythm of the gestures and sounds as quick and accurate as possible.If someone makes a mistake or is too slow to respond they must leave their seat and sit directly to the left of King Frog meaning everyone in between moves to the empty seat on their left.Importantly when someone moves into a new seat they will assume the animal that originated in that seat ie players do not take their animal with them.Each individual aims to move steadily around the circle until they arrive in the King Frog’s seat.Play as many rounds as your group has the energy.,0.0,0,king king frog frog fun fun games games small small 8 8 15 15 ppl ppl active active
Count The Beans,Team-Building,Mini (3–8 ppl),Passive,In advance fill a large jar with as many dry beans candy or other small items as possible and tightly twist the lid on.Place the jar in full view of your group and prepare to issue a series of graduated challenges.Ask each individual to estimate the number of beans in the jar and record their answer on paper.Next each person joins with another to form a pair to compare notes and calculate a new consensual estimate.Continue to repeat this process with ever-increasing group sizes recording a new consensual group estimate each time.Eventually ask the whole group to agree on one final estimate and then compare this figure with the correct answer.Discuss what your group noticed about this process and what it may mean in terms of decision-making and successful teams.,0.0,0,count count beans beans team team building building mini mini 3 3 8 8 ppl ppl passive passive
Four Pointer,Team-Building,Small (8-15 ppl),Physically Challenging,Form small teams of seven people.Position each group to stand within a designated safe area.Nominate a second safe area located about 15 metres away.Challenge each group to move between the two areas while using no more than four anatomical points of simultaneous contact with the ground at all times.Allow ample time for planning and problem-solving before the first attempt.If more points of contact are made with the ground than permitted the group starts over.Continue play until all groups have traversed the area ‘safely.’,0.0,0,four four pointer pointer team team building building small small 8 8 15 15 ppl ppl physically physically challenging challenging
"Bang, You’re Dead",Fun Games,Medium (15-30 ppl),Passive,Assemble your group in front of you perhaps in a circle.Each person’s task is to identify the ‘key’ which unlocks the secret to a puzzle.To start point your finger to any individual in the group and say “BANG YOU’RE DEAD.”After some moments have passed ask your group to nominate who it is you eliminated.Allow for two or more people to predict who was eliminated.Continue to solicit many more responses before you reveal the answer.Here’s the key: the first person to speak after you have said the word “…DEAD” is eliminated.As each person makes an attempt to uncover the key congratulate those who get it and encourage those who do not.Continue to offer more and more obvious clues until everyone has identified the key.,0.0,0,bang bang dead dead fun fun games games medium medium 15 15 30 30 ppl ppl passive passive
Alphabet Equations,Team Puzzles,Small (8-15 ppl),Passive,IN advance download the Print+Play ‘Alphabet Equation’ cards from the Resources tab or create your own set.Place the cards face up on the floor or table and ask your group to gather around them.Instruct your group to solve the ‘equations’ displayed on the cards by guessing the common phrase or expression to which the capitalised letters belong.When an equation is solved move the card to the side (or flip over.)Continue until all ‘equations’ have been solved.,0.0,0,alphabet alphabet equations equations team team puzzles puzzles small small 8 8 15 15 ppl ppl passive passive
T-Puzzle,Team Puzzles,Mini (3–8 ppl),Passive,In advance download the T-Puzzle template from the Resources tab.Print the template on cardboard or cut the puzzle pieces on a sheet of plywood.Prepare and distribute one puzzle set (four pieces) to each person/small group.Announce the goal is to arrange the four pieces of the puzzle to produce the desired T shape (as illustrated in the template.)When the puzzle is solved the four pieces will form the identical shape of the solid T template.If necessary contact playmeo to ask for a solution.,0.0,0,puzzle puzzle team team puzzles puzzles mini mini 3 3 8 8 ppl ppl passive passive
Not A Knot,Team Puzzles,Small (8-15 ppl),Passive,In advance lay a length of rope as illustrated in the diagram on the floor or table (out of sight of your group.)Ask your group to gather around the rope.Announce that in a few moments you intend to pull the two ends of the rope slowly to reveal a knot or not.Challenge your group to achieve consensus on whether the rope will end up in a knot or in a straight untangled line.Allow a minute for your group to study the rope but do not allow them to touch it.When ready ask your group to stand to the left if they believe a knot will form or to the right if they believe the rope will untangle itself.Expecting two groups to form invite each person to speak with someone from the other side in an effort to convince them of their viewpoint.If they choose allow every person the opportunity to change their minds.Indeed as you start to pull the rope ends slowly invite people to swap sides at any time.Upon pulling the rope and discovering that there is no knot invite your group to reflect on their process to make a decision.,0.0,0,knot knot team team puzzles puzzles small small 8 8 15 15 ppl ppl passive passive
Buzz,Fun Games,Small (8-15 ppl),Passive,Form a circle.Your group’s task is to count from 1 up to 100 one number per person at a time.As the count proceeds each time a number contains the digit ‘7’ or a multiple of seven the person whose turn is next must substitute the number with the word “BUZZ.”For example it may sound like this “1 2 3 4 5 6 BUZZ 8 9 10 11 12 13 BUZZ 15 16 BUZZ 18…”Each time a mistake is made the group starts again from zero from the person to the left of whom made the mistake.Play for several minutes or set a target number for your group to achieve.,0.0,0,buzz buzz fun fun games games small small 8 8 15 15 ppl ppl passive passive
Sticky Beak,Fun Games,Mini (3–8 ppl),Active,In advance prepare pre-cut 10cm (4”) strips of masking-tape one for each person in your group.Invite each person to grab a strip and roll it into a circle end-to-end with the sticky side facing out.Each person places this masking-tape circle onto the end of their nose.When ready each person attempts to ‘steal’ the masking-tape from another person by gently touching it with their own strip of masking-tape.Game continues until one person remains with the accumulated strips of masking-tape (belonging to everyone else) on the end of their nose.,0.0,0,sticky sticky beak beak fun fun games games mini mini 3 3 8 8 ppl ppl active active
52 Card Pick-Up,Fun Games,Medium (15-30 ppl),Active,Form small teams of approx 4 to 8 people.Distribute one set of 52 Card Pick-Up cards (see Resources tab) placed face-down in front of each team.On “GO” each team member flips a card performs the task as described on the card to the best of their ability and then picks up another card.An individual may not show or tell others what is on their card.If an individual picks up a card they would prefer not to do they may place it back in the pile.The first team to successfully complete all 52 tasks wins.,0.0,0,52 52 card card pick pick fun fun games games medium medium 15 15 30 30 ppl ppl active active
Balloon Tag,Tag & PE Games,Small (8-15 ppl),High Energy,In advance cut a strip of string approx 40 to 60 cm long one for each person in your group.Distribute one piece of string and a balloon to each person.Each person inflates their balloon at least 25 to 30 cm and ties the end in a knot.Using the string each person ties the balloon around their ankle. Ideally the balloon should drift a small distance away from a person’s ankle.When you call “GO” everyone aims to stay in the game for as long as possible.Individuals may stomp on other people’s balloons for as long as their own balloon remains intact.When an individual’s balloon is burst they are eliminated.Continue play for several minutes until one person remains or fatigue sets in.,0.0,0,balloon balloon tag tag tag tag pe pe games games small small 8 8 15 15 ppl ppl high high energy energy
I Pass This Shoe,Fun Games,Small (8-15 ppl),Active,"Form a circle with everyone sitting on the floor (or seated around a table.)Ask everyone to take off one of their shoes and place it directly in front of them.Teach the words to this simple ditty:
“I PASS THIS SHOE FROM ME TO YOU.
I PASS LIKE THIS AND I NEVER NEVER MISS.”Instruct everyone to pass the shoe in front of them to their left-hand neighbour once for every beat of the song.Practice the passing of shoes for one full stanza a couple of times.The group aims to keep one shoe in front of every person at all times.When the group says “AND I” everyone should hold the shoe that they just picked up for two full beats although continue to make the ‘passing’ motions.Practice the passing of the shoes with this new routine.Aim to sing five full stanzas of the song while still passing the shoes correctly.",0.0,0,pass pass shoe shoe fun fun games games small small 8 8 15 15 ppl ppl active active
Everybody Up,Team-Building,Medium (15-30 ppl),Physically Challenging,Form into pairs preferably with someone of the same size.Each pair sits facing one another the balls of their feet touching knees bent and hands tightly grasping their partner in front of them.From this seated position invite each pair to simultaneously lift themselves into an upright standing position.Next ask two successful pairs to join hands and attempt the same task as a group of four people.Then challenge two groups of four people to become a group of eight people etc.Finally the whole group connects with one another and attempts to lift themselves off the ground simultaneously.,0.0,0,everybody everybody team team building building medium medium 15 15 30 30 ppl ppl physically physically challenging challenging
Everybody Is It,Tag & PE Games,Large (30+ ppl),High Energy,Spread your group throughout a designated area.When you call “GO” everyone attempts to tag every body else while also avoid being tagged.When tagged a person is obliged to simply crouch down and wait.Briefly acknowledge the ‘winner’ and then call “GO” again.,0.0,0,everybody everybody tag tag pe pe games games large large 30 30 ppl ppl high high energy energy
Through The Wringer,Team-Building,Small (8-15 ppl),Active,Place a hula-hoop in front of your group.Announce that you would like everyone to physically pass through the hoop as quickly as possible.Start timing their attempt as soon as the hoop is picked up and stop when the hoop is returned to the ground after the last person has passed through.Allow the group three (or more) ‘official’ attempts to record their fastest time.Allow several minutes between each attempt.,0.0,0,wringer wringer team team building building small small 8 8 15 15 ppl ppl active active
Ninja,Tag & PE Games,Small (8-15 ppl),High Energy,Gather your group into a tight circle.As an elimination game everyone’s goal is to avoid being tagged for as long as possible.On the call of “NINJA” everyone is invited to sound their most ninja-inspired cry while jumping back out of the circle into their most ninja-inspired pose.Everyone holds their positions until someone initiates the first move.A nominated person starts the game by attempting to tag the hand of another person with one fluid movement holding steady at the end of the movement.Whoever is approached may also move with one fluid movement to avoid the tag holding steady at the end of their movement.Tag attempts are repeated in the same manner one person at a time clockwise around the circle.Anyone who is tagged is eliminated from the game.Game continues around the circle until one last ninja remains standing.Play two or more five-minute rounds.,0.0,0,ninja ninja tag tag pe pe games games small small 8 8 15 15 ppl ppl high high energy energy
The Maze,Team-Building,Mini (3–8 ppl),Passive,Place a series of gym-spots or carpet tiles on the floor arranged in several rows and columns.Starting at one end of the spots instruct your group to navigate their way through the maze – one step at a time – to identify the secret pathway.Announce that the path will not travel in a straight line it will never cross itself and will not use any spot twice.Only one person is permitted inside the maze at any point in time.When a spot is stepped on with two feet you (as instructor) will indicate if it is part of the secret pathway or not.Apply an appropriate penalty for each step made in error.Challenge your group to identify the secret pathway in as few errors/steps as possible.,0.0,0,maze maze team team building building mini mini 3 3 8 8 ppl ppl passive passive
Pictionary,Fun Games,Large (30+ ppl),Active,Form smaller groups of about 6 to 8 people.Distribute several sheets of paper and some pens to every group.Explain the rules of the popular board game Pictionary.Each group nominates one of their own to be the first drawer.Invite all of the drawers to approach you and whisper the first object on your list to them.Each drawer will return to their group and attempt to draw the object as quickly and effectively as possible.As soon as the group guesses the object correctly a new person returns to you to check the answer.If the answer is correct you whisper the next object on the list.Game continues for 20 minutes or until the energy starts to wane.,0.0,0,pictionary pictionary fun fun games games large large 30 30 ppl ppl active active
Quick Shuffle,Team-Building,Small (8-15 ppl),Passive,Seven people stand in one line side-by-side facing the rest of the group.Observe these seven people for ten seconds.Instruct the ‘looking’ group to close their eyes.Ask the seven people to shuffle their positions.Upon re-opening their eyes challenge the ‘looking’ group to re-shuffle the seven people back to their original positions.Swap roles and repeat several times.,0.0,0,quick quick shuffle shuffle team team building building small small 8 8 15 15 ppl ppl passive passive
Group Compass Walk,Team-Building,Small (8-15 ppl),Active,Position your group at one end or edge of a wide open space.Nominate a specific object at the opposite end of the space approx 50 to 100 metres away eg a tree door.Group aims to walk in a straight line to this object with their eyes closed stopping just short of the object.Group must remain in total physical contact with one another at all times.Group may stop and start as often they choose along their journey and may communicate (with eyes closed) at all times.Upon reaching its target ask your group to keep their eyes closed and as individuals point in the direction of where they personally believe the object is situated.Finally ask everyone to open their eyes.Invite your group to reflect on the outcome and the process they undertook to plan and execute their journey.,0.0,0,group group compass compass walk walk team team building building small small 8 8 15 15 ppl ppl active active
Lean Walk,Trust Exercises,Pairs (2 people),Physically Challenging,Form into pairs with someone of a similar height.Standing side by side ask each person to lean sideways towards their partner resting on one another’s shoulders.Ask each person to shift their own feet away from their partner as far as they feel comfortable.When ready explain that each pair should aim to maintain this leaning stance as they walk together to an agreed point.When ready swap sides or swap partners.,0.0,0,lean lean walk walk trust trust exercises exercises pairs pairs 2 2 people people physically physically challenging challenging
Great Egg Drop,Team-Building,Small (8-15 ppl),Passive,Form small teams of approx four to eight people.Distribute a set of identical resources to each team – one raw egg twenty straws and a short strip of masking-tape.The challenge for each team is to build a ‘vehicle’ which can safely transport an egg a distance of three metres (10′) when held above the floor and dropped.Each team will be judged on engineering quality efficiency of resource use aesthetics and the survival of the egg.Allow each team 30 to 45 minutes to build their vehicle.When the time expires test the integrity of each team’s vehicle one at a time.,0.0,0,great great egg egg drop drop team team building building small small 8 8 15 15 ppl ppl passive passive
